getpwuid_r did not find a match for uid 501
Filtering the log data using "processImagePath CONTAINS "WalkingWR""
Timestamp                       Thread     Type        Activity             PID    TTL  
    "en-GB"
) for key AppleLanguages in CFPrefsPlistSource<0x600003008630> (Domain: kCFPreferencesAnyApplication, User: kCFPreferencesCurrentUser, ByHost: No, Container: /Users/raihant/Library/Developer/CoreSimulator/Devices/C2EA6332-2143-4212-B857-1998FEBB2A88/data, Contents Need Refresh: No) via CFPrefsSearchListSource<0x6000030081b0> (Domain: com.nhs.WalkingWR, Container: (null))
2026-02-14 10:32:02.742258+0000 0x28ceca0  Debug       0x0                  35254  0    WalkingWR: (GeoServices) [com.apple.GeoServices:GEOAddressObject] initWithPlaceDataAddressObject:placeDataAddress:placeDataInfo:placeDataEntity:language:country:phoneticLocale: did not find a value for knownAccuracy
2026-02-14 10:32:02.742310+0000 0x28ceca0  Debug       0x0                  35254  0    WalkingWR: (CoreFoundation) [com.apple.defaults:User Defaults] looked up value (
    "en-GB"
) for key AppleLanguages in CFPrefsPlistSource<0x600003008630> (Domain: kCFPreferencesAnyApplication, User: kCFPreferencesCurrentUser, ByHost: No, Container: /Users/raihant/Library/Developer/CoreSimulator/Devices/C2EA6332-2143-4212-B857-1998FEBB2A88/data, Contents Need Refresh: No) via CFPrefsSearchListSource<0x6000030081b0> (Domain: com.nhs.WalkingWR, Container: (null))
2026-02-14 10:32:02.742339+0000 0x28ceca0  Debug       0x0                  35254  0    WalkingWR: (GeoServices) [com.apple.GeoServices:GEOAddressObject] initWithPlaceDataAddressObject:placeDataAddress:placeDataInfo:placeDataEntity:language:country:phoneticLocale: did not find a value for knownAccuracy
2026-02-14 10:32:02.742384+0000 0x28ceca0  Debug       0x0                  35254  0    WalkingWR: (CoreFoundation) [com.apple.defaults:User Defaults] looked up value (
    "en-GB"
) for key AppleLanguages in CFPrefsPlistSource<0x600003008630> (Domain: kCFPreferencesAnyApplication, User: kCFPreferencesCurrentUser, ByHost: No, Container: /Users/raihant/Library/Developer/CoreSimulator/Devices/C2EA6332-2143-4212-B857-1998FEBB2A88/data, Contents Need Refresh: No) via CFPrefsSearchListSource<0x6000030081b0> (Domain: com.nhs.WalkingWR, Container: (null))
2026-02-14 10:32:02.742412+0000 0x28ceca0  Debug       0x0                  35254  0    WalkingWR: (GeoServices) [com.apple.GeoServices:GEOAddressObject] initWithPlaceDataAddressObject:placeDataAddress:placeDataInfo:placeDataEntity:language:country:phoneticLocale: did not find a value for knownAccuracy
2026-02-14 10:32:02.742474+0000 0x28ceca0  Debug       0x0                  35254  0    WalkingWR: (CoreFoundation) [com.apple.defaults:User Defaults] looked up value (
    "en-GB"
) for key AppleLanguages in CFPrefsPlistSource<0x600003008630> (Domain: kCFPreferencesAnyApplication, User: kCFPreferencesCurrentUser, ByHost: No, Container: /Users/raihant/Library/Developer/CoreSimulator/Devices/C2EA6332-2143-4212-B857-1998FEBB2A88/data, Contents Need Refresh: No) via CFPrefsSearchListSource<0x6000030081b0> (Domain: com.nhs.WalkingWR, Container: (null))
2026-02-14 10:32:02.742509+0000 0x28ceca0  Debug       0x0                  35254  0    WalkingWR: (GeoServices) [com.apple.GeoServices:GEOAddressObject] initWithPlaceDataAddressObject:placeDataAddress:placeDataInfo:placeDataEntity:language:country:phoneticLocale: did not find a value for knownAccuracy
2026-02-14 10:32:02.742549+0000 0x28ceca0  Debug       0x0                  35254  0    WalkingWR: (CoreFoundation) [com.apple.defaults:User Defaults] looked up value (
    "en-GB"
) for key AppleLanguages in CFPrefsPlistSource<0x600003008630> (Domain: kCFPreferencesAnyApplication, User: kCFPreferencesCurrentUser, ByHost: No, Container: /Users/raihant/Library/Developer/CoreSimulator/Devices/C2EA6332-2143-4212-B857-1998FEBB2A88/data, Contents Need Refresh: No) via CFPrefsSearchListSource<0x6000030081b0> (Domain: com.nhs.WalkingWR, Container: (null))
2026-02-14 10:32:02.742660+0000 0x28ceca0  Debug       0x0                  35254  0    WalkingWR: (CoreFoundation) [com.apple.defaults:User Defaults] looked up value (
    "en-GB"
) for key AppleLanguages in CFPrefsPlistSource<0x600003008630> (Domain: kCFPreferencesAnyApplication, User: kCFPreferencesCurrentUser, ByHost: No, Container: /Users/raihant/Library/Developer/CoreSimulator/Devices/C2EA6332-2143-4212-B857-1998FEBB2A88/data, Contents Need Refresh: No) via CFPrefsSearchListSource<0x6000030081b0> (Domain: com.nhs.WalkingWR, Container: (null))
2026-02-14 10:32:02.742692+0000 0x28ceca0  Debug       0x0                  35254  0    WalkingWR: (GeoServices) [com.apple.GeoServices:GEOAddressObject] initWithPlaceDataAddressObject:placeDataAddress:placeDataInfo:placeDataEntity:language:country:phoneticLocale: did not find a value for knownAccuracy
2026-02-14 10:32:02.742743+0000 0x28ceca0  Debug       0x0                  35254  0    WalkingWR: (CoreFoundation) [com.apple.defaults:User Defaults] looked up value (
    "en-GB"
) for key AppleLanguages in CFPrefsPlistSource<0x600003008630> (Domain: kCFPreferencesAnyApplication, User: kCFPreferencesCurrentUser, ByHost: No, Container: /Users/raihant/Library/Developer/CoreSimulator/Devices/C2EA6332-2143-4212-B857-1998FEBB2A88/data, Contents Need Refresh: No) via CFPrefsSearchListSource<0x6000030081b0> (Domain: com.nhs.WalkingWR, Container: (null))
2026-02-14 10:32:02.742817+0000 0x28ceca0  Debug       0x0                  35254  0    WalkingWR: (CoreFoundation) [com.apple.defaults:User Defaults] looked up value (
    "en-GB"
) for key AppleLanguages in CFPrefsPlistSource<0x600003008630> (Domain: kCFPreferencesAnyApplication, User: kCFPreferencesCurrentUser, ByHost: No, Container: /Users/raihant/Library/Developer/CoreSimulator/Devices/C2EA6332-2143-4212-B857-1998FEBB2A88/data, Contents Need Refresh: No) via CFPrefsSearchListSource<0x6000030081b0> (Domain: com.nhs.WalkingWR, Container: (null))
2026-02-14 10:32:02.742848+0000 0x28ceca0  Debug       0x0                  35254  0    WalkingWR: (GeoServices) [com.apple.GeoServices:GEOAddressObject] initWithPlaceDataAddressObject:placeDataAddress:placeDataInfo:placeDataEntity:language:country:phoneticLocale: did not find a value for knownAccuracy
2026-02-14 10:32:02.742902+0000 0x28ceca0  Debug       0x0                  35254  0    WalkingWR: (CoreFoundation) [com.apple.defaults:User Defaults] looked up value (
    "en-GB"
) for key AppleLanguages in CFPrefsPlistSource<0x600003008630> (Domain: kCFPreferencesAnyApplication, User: kCFPreferencesCurrentUser, ByHost: No, Container: /Users/raihant/Library/Developer/CoreSimulator/Devices/C2EA6332-2143-4212-B857-1998FEBB2A88/data, Contents Need Refresh: No) via CFPrefsSearchListSource<0x6000030081b0> (Domain: com.nhs.WalkingWR, Container: (null))
2026-02-14 10:32:02.742937+0000 0x28ceca0  Debug       0x0                  35254  0    WalkingWR: (GeoServices) [com.apple.GeoServices:GEOAddressObject] initWithPlaceDataAddressObject:placeDataAddress:placeDataInfo:placeDataEntity:language:country:phoneticLocale: did not find a value for knownAccuracy
2026-02-14 10:32:02.742985+0000 0x28ceca0  Debug       0x0                  35254  0    WalkingWR: (CoreFoundation) [com.apple.defaults:User Defaults] looked up value (
    "en-GB"
) for key AppleLanguages in CFPrefsPlistSource<0x600003008630> (Domain: kCFPreferencesAnyApplication, User: kCFPreferencesCurrentUser, ByHost: No, Container: /Users/raihant/Library/Developer/CoreSimulator/Devices/C2EA6332-2143-4212-B857-1998FEBB2A88/data, Contents Need Refresh: No) via CFPrefsSearchListSource<0x6000030081b0> (Domain: com.nhs.WalkingWR, Container: (null))
2026-02-14 10:32:02.743021+0000 0x28ceca0  Debug       0x0                  35254  0    WalkingWR: (GeoServices) [com.apple.GeoServices:GEOAddressObject] initWithPlaceDataAddressObject:placeDataAddress:placeDataInfo:placeDataEntity:language:country:phoneticLocale: did not find a value for knownAccuracy
2026-02-14 10:32:02.743068+0000 0x28ceca0  Debug       0x0                  35254  0    WalkingWR: (CoreFoundation) [com.apple.CFBundle:strings] Bundle: CFBundle 0x600003b24700 </Library/Developer/CoreSimulator/Volumes/iOS_22A3351/Library/Developer/CoreSimulator/Profiles/Runtimes/iOS 18.0.simruntime/Contents/Resources/RuntimeRoot/System/Library/Frameworks/MapKit.framework> (not loaded), key: Address component delimiter, value: <unlocalized>, table: Localizable, localizationNames: (null), result: ,
2026-02-14 10:32:02.743107+0000 0x28ceca0  Debug       0x0                  35254  0    WalkingWR: (CoreFoundation) [com.apple.defaults:User Defaults] looked up value (
    "en-GB"
) for key AppleLanguages in CFPrefsPlistSource<0x600003008630> (Domain: kCFPreferencesAnyApplication, User: kCFPreferencesCurrentUser, ByHost: No, Container: /Users/raihant/Library/Developer/CoreSimulator/Devices/C2EA6332-2143-4212-B857-1998FEBB2A88/data, Contents Need Refresh: No) via CFPrefsSearchListSource<0x6000030081b0> (Domain: com.nhs.WalkingWR, Container: (null))
2026-02-14 10:32:02.743141+0000 0x28ceca0  Debug       0x0                  35254  0    WalkingWR: (GeoServices) [com.apple.GeoServices:GEOAddressObject] initWithPlaceDataAddressObject:placeDataAddress:placeDataInfo:placeDataEntity:language:country:phoneticLocale: did not find a value for knownAccuracy
2026-02-14 10:32:02.743190+0000 0x28ceca0  Debug       0x0                  35254  0    WalkingWR: (CoreFoundation) [com.apple.defaults:User Defaults] looked up value (
    "en-GB"
) for key AppleLanguages in CFPrefsPlistSource<0x600003008630> (Domain: kCFPreferencesAnyApplication, User: kCFPreferencesCurrentUser, ByHost: No, Container: /Users/raihant/Library/Developer/CoreSimulator/Devices/C2EA6332-2143-4212-B857-1998FEBB2A88/data, Contents Need Refresh: No) via CFPrefsSearchListSource<0x6000030081b0> (Domain: com.nhs.WalkingWR, Container: (null))
2026-02-14 10:32:02.743227+0000 0x28ceca0  Debug       0x0                  35254  0    WalkingWR: (GeoServices) [com.apple.GeoServices:GEOAddressObject] initWithPlaceDataAddressObject:placeDataAddress:placeDataInfo:placeDataEntity:language:country:phoneticLocale: did not find a value for knownAccuracy
2026-02-14 10:32:02.743278+0000 0x28ceca0  Debug       0x0                  35254  0    WalkingWR: (CoreFoundation) [com.apple.defaults:User Defaults] looked up value (
    "en-GB"
) for key AppleLanguages in CFPrefsPlistSource<0x600003008630> (Domain: kCFPreferencesAnyApplication, User: kCFPreferencesCurrentUser, ByHost: No, Container: /Users/raihant/Library/Developer/CoreSimulator/Devices/C2EA6332-2143-4212-B857-1998FEBB2A88/data, Contents Need Refresh: No) via CFPrefsSearchListSource<0x6000030081b0> (Domain: com.nhs.WalkingWR, Container: (null))
2026-02-14 10:32:02.743310+0000 0x28ceca0  Debug       0x0                  35254  0    WalkingWR: (GeoServices) [com.apple.GeoServices:GEOAddressObject] initWithPlaceDataAddressObject:placeDataAddress:placeDataInfo:placeDataEntity:language:country:phoneticLocale: did not find a value for knownAccuracy
2026-02-14 10:32:02.743362+0000 0x28ceca0  Debug       0x0                  35254  0    WalkingWR: (CoreFoundation) [com.apple.defaults:User Defaults] looked up value (
    "en-GB"
) for key AppleLanguages in CFPrefsPlistSource<0x600003008630> (Domain: kCFPreferencesAnyApplication, User: kCFPreferencesCurrentUser, ByHost: No, Container: /Users/raihant/Library/Developer/CoreSimulator/Devices/C2EA6332-2143-4212-B857-1998FEBB2A88/data, Contents Need Refresh: No) via CFPrefsSearchListSource<0x6000030081b0> (Domain: com.nhs.WalkingWR, Container: (null))
2026-02-14 10:32:02.743394+0000 0x28ceca0  Debug       0x0                  35254  0    WalkingWR: (GeoServices) [com.apple.GeoServices:GEOAddressObject] initWithPlaceDataAddressObject:placeDataAddress:placeDataInfo:placeDataEntity:language:country:phoneticLocale: did not find a value for knownAccuracy
2026-02-14 10:32:02.743451+0000 0x28ceca0  Debug       0x0                  35254  0    WalkingWR: (CoreFoundation) [com.apple.defaults:User Defaults] looked up value (
    "en-GB"
) for key AppleLanguages in CFPrefsPlistSource<0x600003008630> (Domain: kCFPreferencesAnyApplication, User: kCFPreferencesCurrentUser, ByHost: No, Container: /Users/raihant/Library/Developer/CoreSimulator/Devices/C2EA6332-2143-4212-B857-1998FEBB2A88/data, Contents Need Refresh: No) via CFPrefsSearchListSource<0x6000030081b0> (Domain: com.nhs.WalkingWR, Container: (null))
2026-02-14 10:32:02.743485+0000 0x28ceca0  Debug       0x0                  35254  0    WalkingWR: (GeoServices) [com.apple.GeoServices:GEOAddressObject] initWithPlaceDataAddressObject:placeDataAddress:placeDataInfo:placeDataEntity:language:country:phoneticLocale: did not find a value for knownAccuracy
2026-02-14 10:32:02.743532+0000 0x28ceca0  Debug       0x0                  35254  0    WalkingWR: (CoreFoundation) [com.apple.defaults:User Defaults] looked up value (
    "en-GB"
) for key AppleLanguages in CFPrefsPlistSource<0x600003008630> (Domain: kCFPreferencesAnyApplication, User: kCFPreferencesCurrentUser, ByHost: No, Container: /Users/raihant/Library/Developer/CoreSimulator/Devices/C2EA6332-2143-4212-B857-1998FEBB2A88/data, Contents Need Refresh: No) via CFPrefsSearchListSource<0x6000030081b0> (Domain: com.nhs.WalkingWR, Container: (null))
2026-02-14 10:32:02.743649+0000 0x28ceca0  Debug       0x0                  35254  0    WalkingWR: (CoreFoundation) [com.apple.defaults:User Defaults] looked up value (
    "en-GB"
) for key AppleLanguages in CFPrefsPlistSource<0x600003008630> (Domain: kCFPreferencesAnyApplication, User: kCFPreferencesCurrentUser, ByHost: No, Container: /Users/raihant/Library/Developer/CoreSimulator/Devices/C2EA6332-2143-4212-B857-1998FEBB2A88/data, Contents Need Refresh: No) via CFPrefsSearchListSource<0x6000030081b0> (Domain: com.nhs.WalkingWR, Container: (null))
2026-02-14 10:32:02.743685+0000 0x28ceca0  Debug       0x0                  35254  0    WalkingWR: (GeoServices) [com.apple.GeoServices:GEOAddressObject] initWithPlaceDataAddressObject:placeDataAddress:placeDataInfo:placeDataEntity:language:country:phoneticLocale: did not find a value for knownAccuracy
2026-02-14 10:32:02.743743+0000 0x28ceca0  Debug       0x0                  35254  0    WalkingWR: (CoreFoundation) [com.apple.defaults:User Defaults] looked up value (
    "en-GB"
) for key AppleLanguages in CFPrefsPlistSource<0x600003008630> (Domain: kCFPreferencesAnyApplication, User: kCFPreferencesCurrentUser, ByHost: No, Container: /Users/raihant/Library/Developer/CoreSimulator/Devices/C2EA6332-2143-4212-B857-1998FEBB2A88/data, Contents Need Refresh: No) via CFPrefsSearchListSource<0x6000030081b0> (Domain: com.nhs.WalkingWR, Container: (null))
2026-02-14 10:32:02.743823+0000 0x28ceca0  Debug       0x0                  35254  0    WalkingWR: (CoreFoundation) [com.apple.defaults:User Defaults] looked up value (
    "en-GB"
) for key AppleLanguages in CFPrefsPlistSource<0x600003008630> (Domain: kCFPreferencesAnyApplication, User: kCFPreferencesCurrentUser, ByHost: No, Container: /Users/raihant/Library/Developer/CoreSimulator/Devices/C2EA6332-2143-4212-B857-1998FEBB2A88/data, Contents Need Refresh: No) via CFPrefsSearchListSource<0x6000030081b0> (Domain: com.nhs.WalkingWR, Container: (null))
2026-02-14 10:32:02.743858+0000 0x28ceca0  Debug       0x0                  35254  0    WalkingWR: (GeoServices) [com.apple.GeoServices:GEOAddressObject] initWithPlaceDataAddressObject:placeDataAddress:placeDataInfo:placeDataEntity:language:country:phoneticLocale: did not find a value for knownAccuracy
2026-02-14 10:32:02.743918+0000 0x28ceca0  Debug       0x0                  35254  0    WalkingWR: (CoreFoundation) [com.apple.defaults:User Defaults] looked up value (
    "en-GB"
) for key AppleLanguages in CFPrefsPlistSource<0x600003008630> (Domain: kCFPreferencesAnyApplication, User: kCFPreferencesCurrentUser, ByHost: No, Container: /Users/raihant/Library/Developer/CoreSimulator/Devices/C2EA6332-2143-4212-B857-1998FEBB2A88/data, Contents Need Refresh: No) via CFPrefsSearchListSource<0x6000030081b0> (Domain: com.nhs.WalkingWR, Container: (null))
2026-02-14 10:32:02.743950+0000 0x28ceca0  Debug       0x0                  35254  0    WalkingWR: (GeoServices) [com.apple.GeoServices:GEOAddressObject] initWithPlaceDataAddressObject:placeDataAddress:placeDataInfo:placeDataEntity:language:country:phoneticLocale: did not find a value for knownAccuracy
2026-02-14 10:32:02.743995+0000 0x28ceca0  Debug       0x0                  35254  0    WalkingWR: (CoreFoundation) [com.apple.defaults:User Defaults] looked up value (
    "en-GB"
) for key AppleLanguages in CFPrefsPlistSource<0x600003008630> (Domain: kCFPreferencesAnyApplication, User: kCFPreferencesCurrentUser, ByHost: No, Container: /Users/raihant/Library/Developer/CoreSimulator/Devices/C2EA6332-2143-4212-B857-1998FEBB2A88/data, Contents Need Refresh: No) via CFPrefsSearchListSource<0x6000030081b0> (Domain: com.nhs.WalkingWR, Container: (null))
2026-02-14 10:32:02.744113+0000 0x28ceca0  Debug       0x0                  35254  0    WalkingWR: (CoreFoundation) [com.apple.defaults:User Defaults] looked up value (
    "en-GB"
) for key AppleLanguages in CFPrefsPlistSource<0x600003008630> (Domain: kCFPreferencesAnyApplication, User: kCFPreferencesCurrentUser, ByHost: No, Container: /Users/raihant/Library/Developer/CoreSimulator/Devices/C2EA6332-2143-4212-B857-1998FEBB2A88/data, Contents Need Refresh: No) via CFPrefsSearchListSource<0x6000030081b0> (Domain: com.nhs.WalkingWR, Container: (null))
2026-02-14 10:32:02.744153+0000 0x28ceca0  Debug       0x0                  35254  0    WalkingWR: (GeoServices) [com.apple.GeoServices:GEOAddressObject] initWithPlaceDataAddressObject:placeDataAddress:placeDataInfo:placeDataEntity:language:country:phoneticLocale: did not find a value for knownAccuracy
2026-02-14 10:32:02.744212+0000 0x28ceca0  Debug       0x0                  35254  0    WalkingWR: (CoreFoundation) [com.apple.defaults:User Defaults] looked up value (
    "en-GB"
) for key AppleLanguages in CFPrefsPlistSource<0x600003008630> (Domain: kCFPreferencesAnyApplication, User: kCFPreferencesCurrentUser, ByHost: No, Container: /Users/raihant/Library/Developer/CoreSimulator/Devices/C2EA6332-2143-4212-B857-1998FEBB2A88/data, Contents Need Refresh: No) via CFPrefsSearchListSource<0x6000030081b0> (Domain: com.nhs.WalkingWR, Container: (null))
2026-02-14 10:32:02.744290+0000 0x28ceca0  Debug       0x0                  35254  0    WalkingWR: (CoreFoundation) [com.apple.defaults:User Defaults] looked up value (
    "en-GB"
) for key AppleLanguages in CFPrefsPlistSource<0x600003008630> (Domain: kCFPreferencesAnyApplication, User: kCFPreferencesCurrentUser, ByHost: No, Container: /Users/raihant/Library/Developer/CoreSimulator/Devices/C2EA6332-2143-4212-B857-1998FEBB2A88/data, Contents Need Refresh: No) via CFPrefsSearchListSource<0x6000030081b0> (Domain: com.nhs.WalkingWR, Container: (null))
2026-02-14 10:32:02.744324+0000 0x28ceca0  Debug       0x0                  35254  0    WalkingWR: (GeoServices) [com.apple.GeoServices:GEOAddressObject] initWithPlaceDataAddressObject:placeDataAddress:placeDataInfo:placeDataEntity:language:country:phoneticLocale: did not find a value for knownAccuracy
2026-02-14 10:32:02.744378+0000 0x28ceca0  Debug       0x0                  35254  0    WalkingWR: (CoreFoundation) [com.apple.defaults:User Defaults] looked up value (
    "en-GB"
) for key AppleLanguages in CFPrefsPlistSource<0x600003008630> (Domain: kCFPreferencesAnyApplication, User: kCFPreferencesCurrentUser, ByHost: No, Container: /Users/raihant/Library/Developer/CoreSimulator/Devices/C2EA6332-2143-4212-B857-1998FEBB2A88/data, Contents Need Refresh: No) via CFPrefsSearchListSource<0x6000030081b0> (Domain: com.nhs.WalkingWR, Container: (null))
2026-02-14 10:32:02.744408+0000 0x28ceca0  Debug       0x0                  35254  0    WalkingWR: (GeoServices) [com.apple.GeoServices:GEOAddressObject] initWithPlaceDataAddressObject:placeDataAddress:placeDataInfo:placeDataEntity:language:country:phoneticLocale: did not find a value for knownAccuracy
2026-02-14 10:32:02.744446+0000 0x28ceca0  Debug       0x0                  35254  0    WalkingWR: (CoreFoundation) [com.apple.defaults:User Defaults] looked up value (
    "en-GB"
) for key AppleLanguages in CFPrefsPlistSource<0x600003008630> (Domain: kCFPreferencesAnyApplication, User: kCFPreferencesCurrentUser, ByHost: No, Container: /Users/raihant/Library/Developer/CoreSimulator/Devices/C2EA6332-2143-4212-B857-1998FEBB2A88/data, Contents Need Refresh: No) via CFPrefsSearchListSource<0x6000030081b0> (Domain: com.nhs.WalkingWR, Container: (null))
2026-02-14 10:32:02.744542+0000 0x28ceca0  Debug       0x0                  35254  0    WalkingWR: (CoreFoundation) [com.apple.defaults:User Defaults] looked up value (
    "en-GB"
) for key AppleLanguages in CFPrefsPlistSource<0x600003008630> (Domain: kCFPreferencesAnyApplication, User: kCFPreferencesCurrentUser, ByHost: No, Container: /Users/raihant/Library/Developer/CoreSimulator/Devices/C2EA6332-2143-4212-B857-1998FEBB2A88/data, Contents Need Refresh: No) via CFPrefsSearchListSource<0x6000030081b0> (Domain: com.nhs.WalkingWR, Container: (null))
2026-02-14 10:32:02.744570+0000 0x28ceca0  Debug       0x0                  35254  0    WalkingWR: (GeoServices) [com.apple.GeoServices:GEOAddressObject] initWithPlaceDataAddressObject:placeDataAddress:placeDataInfo:placeDataEntity:language:country:phoneticLocale: did not find a value for knownAccuracy
2026-02-14 10:32:02.744616+0000 0x28ceca0  Debug       0x0                  35254  0    WalkingWR: (CoreFoundation) [com.apple.defaults:User Defaults] looked up value (
    "en-GB"
) for key AppleLanguages in CFPrefsPlistSource<0x600003008630> (Domain: kCFPreferencesAnyApplication, User: kCFPreferencesCurrentUser, ByHost: No, Container: /Users/raihant/Library/Developer/CoreSimulator/Devices/C2EA6332-2143-4212-B857-1998FEBB2A88/data, Contents Need Refresh: No) via CFPrefsSearchListSource<0x6000030081b0> (Domain: com.nhs.WalkingWR, Container: (null))
2026-02-14 10:32:02.744687+0000 0x28ceca0  Debug       0x0                  35254  0    WalkingWR: (CoreFoundation) [com.apple.defaults:User Defaults] looked up value (
    "en-GB"
) for key AppleLanguages in CFPrefsPlistSource<0x600003008630> (Domain: kCFPreferencesAnyApplication, User: kCFPreferencesCurrentUser, ByHost: No, Container: /Users/raihant/Library/Developer/CoreSimulator/Devices/C2EA6332-2143-4212-B857-1998FEBB2A88/data, Contents Need Refresh: No) via CFPrefsSearchListSource<0x6000030081b0> (Domain: com.nhs.WalkingWR, Container: (null))
2026-02-14 10:32:02.744715+0000 0x28ceca0  Debug       0x0                  35254  0    WalkingWR: (GeoServices) [com.apple.GeoServices:GEOAddressObject] initWithPlaceDataAddressObject:placeDataAddress:placeDataInfo:placeDataEntity:language:country:phoneticLocale: did not find a value for knownAccuracy
2026-02-14 10:32:02.744773+0000 0x28ceca0  Debug       0x0                  35254  0    WalkingWR: (CoreFoundation) [com.apple.defaults:User Defaults] looked up value (
    "en-GB"
) for key AppleLanguages in CFPrefsPlistSource<0x600003008630> (Domain: kCFPreferencesAnyApplication, User: kCFPreferencesCurrentUser, ByHost: No, Container: /Users/raihant/Library/Developer/CoreSimulator/Devices/C2EA6332-2143-4212-B857-1998FEBB2A88/data, Contents Need Refresh: No) via CFPrefsSearchListSource<0x6000030081b0> (Domain: com.nhs.WalkingWR, Container: (null))
2026-02-14 10:32:02.744801+0000 0x28ceca0  Debug       0x0                  35254  0    WalkingWR: (GeoServices) [com.apple.GeoServices:GEOAddressObject] initWithPlaceDataAddressObject:placeDataAddress:placeDataInfo:placeDataEntity:language:country:phoneticLocale: did not find a value for knownAccuracy
2026-02-14 10:32:02.744845+0000 0x28ceca0  Debug       0x0                  35254  0    WalkingWR: (CoreFoundation) [com.apple.defaults:User Defaults] looked up value (
    "en-GB"
) for key AppleLanguages in CFPrefsPlistSource<0x600003008630> (Domain: kCFPreferencesAnyApplication, User: kCFPreferencesCurrentUser, ByHost: No, Container: /Users/raihant/Library/Developer/CoreSimulator/Devices/C2EA6332-2143-4212-B857-1998FEBB2A88/data, Contents Need Refresh: No) via CFPrefsSearchListSource<0x6000030081b0> (Domain: com.nhs.WalkingWR, Container: (null))
2026-02-14 10:32:02.744945+0000 0x28ceca0  Debug       0x0                  35254  0    WalkingWR: (CoreFoundation) [com.apple.defaults:User Defaults] looked up value (
    "en-GB"
) for key AppleLanguages in CFPrefsPlistSource<0x600003008630> (Domain: kCFPreferencesAnyApplication, User: kCFPreferencesCurrentUser, ByHost: No, Container: /Users/raihant/Library/Developer/CoreSimulator/Devices/C2EA6332-2143-4212-B857-1998FEBB2A88/data, Contents Need Refresh: No) via CFPrefsSearchListSource<0x6000030081b0> (Domain: com.nhs.WalkingWR, Container: (null))
2026-02-14 10:32:02.744979+0000 0x28ceca0  Debug       0x0                  35254  0    WalkingWR: (GeoServices) [com.apple.GeoServices:GEOAddressObject] initWithPlaceDataAddressObject:placeDataAddress:placeDataInfo:placeDataEntity:language:country:phoneticLocale: did not find a value for knownAccuracy
2026-02-14 10:32:02.745030+0000 0x28ceca0  Debug       0x0                  35254  0    WalkingWR: (CoreFoundation) [com.apple.defaults:User Defaults] looked up value (
    "en-GB"
) for key AppleLanguages in CFPrefsPlistSource<0x600003008630> (Domain: kCFPreferencesAnyApplication, User: kCFPreferencesCurrentUser, ByHost: No, Container: /Users/raihant/Library/Developer/CoreSimulator/Devices/C2EA6332-2143-4212-B857-1998FEBB2A88/data, Contents Need Refresh: No) via CFPrefsSearchListSource<0x6000030081b0> (Domain: com.nhs.WalkingWR, Container: (null))
2026-02-14 10:32:02.745105+0000 0x28ceca0  Debug       0x0                  35254  0    WalkingWR: (CoreFoundation) [com.apple.defaults:User Defaults] looked up value (
    "en-GB"
) for key AppleLanguages in CFPrefsPlistSource<0x600003008630> (Domain: kCFPreferencesAnyApplication, User: kCFPreferencesCurrentUser, ByHost: No, Container: /Users/raihant/Library/Developer/CoreSimulator/Devices/C2EA6332-2143-4212-B857-1998FEBB2A88/data, Contents Need Refresh: No) via CFPrefsSearchListSource<0x6000030081b0> (Domain: com.nhs.WalkingWR, Container: (null))
2026-02-14 10:32:02.745140+0000 0x28ceca0  Debug       0x0                  35254  0    WalkingWR: (GeoServices) [com.apple.GeoServices:GEOAddressObject] initWithPlaceDataAddressObject:placeDataAddress:placeDataInfo:placeDataEntity:language:country:phoneticLocale: did not find a value for knownAccuracy
2026-02-14 10:32:02.745194+0000 0x28ceca0  Debug       0x0                  35254  0    WalkingWR: (CoreFoundation) [com.apple.defaults:User Defaults] looked up value (
    "en-GB"
) for key AppleLanguages in CFPrefsPlistSource<0x600003008630> (Domain: kCFPreferencesAnyApplication, User: kCFPreferencesCurrentUser, ByHost: No, Container: /Users/raihant/Library/Developer/CoreSimulator/Devices/C2EA6332-2143-4212-B857-1998FEBB2A88/data, Contents Need Refresh: No) via CFPrefsSearchListSource<0x6000030081b0> (Domain: com.nhs.WalkingWR, Container: (null))
2026-02-14 10:32:02.745223+0000 0x28ceca0  Debug       0x0                  35254  0    WalkingWR: (GeoServices) [com.apple.GeoServices:GEOAddressObject] initWithPlaceDataAddressObject:placeDataAddress:placeDataInfo:placeDataEntity:language:country:phoneticLocale: did not find a value for knownAccuracy
2026-02-14 10:32:02.745261+0000 0x28ceca0  Debug       0x0                  35254  0    WalkingWR: (CoreFoundation) [com.apple.defaults:User Defaults] looked up value (
    "en-GB"
) for key AppleLanguages in CFPrefsPlistSource<0x600003008630> (Domain: kCFPreferencesAnyApplication, User: kCFPreferencesCurrentUser, ByHost: No, Container: /Users/raihant/Library/Developer/CoreSimulator/Devices/C2EA6332-2143-4212-B857-1998FEBB2A88/data, Contents Need Refresh: No) via CFPrefsSearchListSource<0x6000030081b0> (Domain: com.nhs.WalkingWR, Container: (null))
2026-02-14 10:32:02.745355+0000 0x28ceca0  Debug       0x0                  35254  0    WalkingWR: (CoreFoundation) [com.apple.defaults:User Defaults] looked up value (
    "en-GB"
